Mod:Item:MetaData, Localized Name
plustic:laser_medium:0, Palis Laser Medium
plustic:laser_medium:0, Emeradic Laser Medium
plustic:laser_medium:0, Diamatine Laser Medium
plustic:laser_medium:0, Psigem Laser Medium
plustic:laser_medium:0, Infinity Laser Medium
plustic:laser_medium:0, Certus Quartz Laser Medium
plustic:laser_medium:0, Fluix Crystal Laser Medium
plustic:laser_medium:0, Starmetal Laser Medium
plustic:laser_medium:0, Dark Matter Laser Medium
plustic:laser_medium:0, Chaotic Laser Medium
plustic:battery_cell:0, Stone Battery Cell
plustic:battery_cell:0, Manyullyn Battery Cell
plustic:battery_cell:0, Copper Battery Cell
plustic:battery_cell:0, Silver Battery Cell
plustic:battery_cell:0, Blazerod Battery Cell
plustic:battery_cell:0, Endrod Battery Cell
plustic:battery_cell:0, Nickel Battery Cell
plustic:battery_cell:0, Osmium Battery Cell
plustic:battery_cell:0, Enori Battery Cell
plustic:battery_cell:0, Restonia Battery Cell
plustic:battery_cell:0, Fluix Crystal Battery Cell
plustic:laser_gun, Laser Gun
plustic:katana, Katana
progressivebosses:nether_star_shard, Nether Star Shard
xreliquary:alkahestry_tome, item.alkahestry_tome.name
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:mob_ingredient:16, Guardian Spike
xreliquary:mercy_cross, item.mercy_cross.name
xreliquary:angelheart_vial, item.angelheart_vial.name
xreliquary:angelic_feather, item.angelic_feather.name
xreliquary:destruction_catalyst, item.destruction_catalyst.name
xreliquary:emperor_chalice, item.emperor_chalice.name
xreliquary:ender_staff, item.ender_staff.name
xreliquary:fortune_coin, item.fortune_coin.name
xreliquary:glacial_staff, item.glacial_staff.name
xreliquary:glowing_bread, item.glowing_bread.name
xreliquary:glowing_water, item.glowing_water.name
xreliquary:harvest_rod, item.harvest_rod.name
xreliquary:mob_charm_fragment:0, §aZombie Charm Fragment
xreliquary:mob_charm_fragment:1, §aSkeleton Charm Fragment
xreliquary:mob_charm_fragment:2, §aWither Skeleton Charm Fragment
xreliquary:mob_charm_fragment:3, §aCreeper Charm Fragment
xreliquary:mob_charm_fragment:4, §aWitch Charm Fragment
xreliquary:mob_charm_fragment:5, §aZombie Pigman Charm Fragment
xreliquary:mob_charm_fragment:6, §aCave Spider Charm Fragment
xreliquary:mob_charm_fragment:7, §aSpider Charm Fragment
xreliquary:mob_charm_fragment:8, §aEnderman Charm Fragment
xreliquary:mob_charm_fragment:9, §aGhast Charm Fragment
xreliquary:mob_charm_fragment:10, §aSlime Charm Fragment
xreliquary:mob_charm_fragment:11, §aMagma Cube Charm Fragment
xreliquary:mob_charm_fragment:12, §aBlaze Charm Fragment
xreliquary:mob_charm_fragment:13, §aGuardian Charm Fragment
xreliquary:hero_medallion, item.hero_medallion.name
xreliquary:holy_hand_grenade, item.holy_hand_grenade.name
xreliquary:ice_magus_rod, item.ice_magus_rod.name
xreliquary:infernal_chalice, item.infernal_chalice.name
xreliquary:infernal_claws, item.infernal_claws.name
xreliquary:infernal_tear, item.infernal_tear.name
xreliquary:kraken_shell, item.kraken_shell.name
xreliquary:lantern_of_paranoia, item.lantern_of_paranoia.name
xreliquary:magicbane, item.magicbane.name
xreliquary:midas_touchstone, item.midas_touchstone.name
xreliquary:mob_charm:0, §aZombie Charm
xreliquary:mob_charm:0, §aSkeleton Charm
xreliquary:mob_charm:0, §aWither Skeleton Charm
xreliquary:mob_charm:0, §aCreeper Charm
xreliquary:mob_charm:0, §aWitch Charm
xreliquary:mob_charm:0, §aZombie Pigman Charm
xreliquary:mob_charm:0, §aCave Spider Charm
xreliquary:mob_charm:0, §aSpider Charm
xreliquary:mob_charm:0, §aEnderman Charm
xreliquary:mob_charm:0, §aGhast Charm
xreliquary:mob_charm:0, §aSlime Charm
xreliquary:mob_charm:0, §aMagma Cube Charm
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, item.handgun.name
xreliquary:attraction_potion, item.attraction_potion.name
xreliquary:fertile_potion, item.fertile_potion.name
xreliquary:potion:0, Condensed Potion Vial
xreliquary:tipped_arrow, Tipped Arrow
xreliquary:altar, Altar
xreliquary:apothecary_cauldron, tile.apothecary_cauldron.name
xreliquary:apothecary_mortar, tile.apothecary_mortar.name
xreliquary:fertile_lilypad, tile.fertile_lilypad.name
xreliquary:interdiction_torch, tile.interdiction_torch.name
xreliquary:wraith_node, tile.wraith_node.name
xreliquary:pedestal:0, Pedestal
xreliquary:pedestal:1, Pedestal
xreliquary:pedestal:2, Pedestal
xreliquary:pedestal:3, Pedestal
xreliquary:pedestal:4, Pedestal
xreliquary:pedestal:5, Pedestal
xreliquary:pedestal:6, Pedestal
xreliquary:pedestal:7, Pedestal
xreliquary:pedestal:8, Pedestal
xreliquary:pedestal:9, Pedestal
xreliquary:pedestal:10, Pedestal
xreliquary:pedestal:11, Pedestal
xreliquary:pedestal:12, Pedestal
xreliquary:pedestal:13, Pedestal
xreliquary:pedestal:14, Pedestal
xreliquary:pedestal:15, Pedestal
xreliquary:pedestal_passive:0, Pedestal (Display only)
xreliquary:pedestal_passive:1, Pedestal (Display only)
xreliquary:pedestal_passive:2, Pedestal (Display only)
xreliquary:pedestal_passive:3, Pedestal (Display only)
xreliquary:pedestal_passive:4, Pedestal (Display only)
xreliquary:pedestal_passive:5, Pedestal (Display only)
xreliquary:pedestal_passive:6, Pedestal (Display only)
xreliquary:pedestal_passive:7, Pedestal (Display only)
xreliquary:pedestal_passive:8, Pedestal (Display only)
xreliquary:pedestal_passive:9, Pedestal (Display only)
xreliquary:pedestal_passive:10, Pedestal (Display only)
xreliquary:pedestal_passive:11, Pedestal (Display only)
xreliquary:pedestal_passive:12, Pedestal (Display only)
xreliquary:pedestal_passive:13, Pedestal (Display only)
xreliquary:pedestal_passive:14, Pedestal (Display only)
xreliquary:pedestal_passive:15, Pedestal (Display only)
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Screen Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
rftoolscontrol:rftoolscontrol_manual, RFTools Control Manual
rftoolscontrol:program_card, Program Card
rftoolscontrol:cpu_core_500, CPU Core B500
rftoolscontrol:cpu_core_1000, CPU Core S1000
rftoolscontrol:cpu_core_2000, CPU Core EX2000
rftoolscontrol:ram_chip, RAM Chip 8E
rftoolscontrol:network_card, Network Card
rftoolscontrol:advanced_network_card, Advanced Network Card
rftoolscontrol:card_base, Card Base
rftoolscontrol:crafting_card, Crafting Card
rftoolscontrol:token, Token
rftoolscontrol:network_identifier, Network Identifier
rftoolscontrol:graphics_card, Graphics Card
rftoolscontrol:variable_module, Variable Screen Module
rftoolscontrol:interaction_module, Interaction Screen Module
rftoolscontrol:console_module, Console Screen Module
rftoolscontrol:vectorart_module, Vector Art Screen Module
rftoolscontrol:programmer, Programmer
rftoolscontrol:processor, Processor
rftoolscontrol:node, Node
rftoolscontrol:craftingstation, Crafting Station
rftoolscontrol:workbench, Workbench
rftoolscontrol:tank, Multi Tank
rftoolsdim:dimlet_base, Dimlet Base Part
rftoolsdim:dimlet_control_circuit:0, Dimlet Control Circuit Rarity 0
rftoolsdim:dimlet_control_circuit:1, Dimlet Control Circuit Rarity 1
rftoolsdim:dimlet_control_circuit:2, Dimlet Control Circuit Rarity 2
rftoolsdim:dimlet_control_circuit:3, Dimlet Control Circuit Rarity 3
rftoolsdim:dimlet_control_circuit:4, Dimlet Control Circuit Rarity 4
rftoolsdim:dimlet_control_circuit:5, Dimlet Control Circuit Rarity 5
rftoolsdim:dimlet_control_circuit:6, Dimlet Control Circuit Rarity 6
rftoolsdim:dimlet_energy_module:0, Dimlet Basic Energy Module
rftoolsdim:dimlet_energy_module:1, Dimlet Regular Energy Module
rftoolsdim:dimlet_energy_module:2, Dimlet Advanced Energy Module
rftoolsdim:dimlet_memory_unit:0, Dimlet Basic Memory Unit
rftoolsdim:dimlet_memory_unit:1, Dimlet Regular Memory Unit
rftoolsdim:dimlet_memory_unit:2, Dimlet Advanced Memory Unit
rftoolsdim:dimlet_type_controller:0, Dimlet Biome Type Controller
rftoolsdim:dimlet_type_controller:1, Dimlet Liquid Type Controller
rftoolsdim:dimlet_type_controller:2, Dimlet Material Type Controller
rftoolsdim:dimlet_type_controller:3, Dimlet Mob Type Controller
rftoolsdim:dimlet_type_controller:4, Dimlet Sky Type Controller
rftoolsdim:dimlet_type_controller:5, Dimlet Structure Type Controller
rftoolsdim:dimlet_type_controller:6, Dimlet Terrain Type Controller
rftoolsdim:dimlet_type_controller:7, Dimlet Feature Type Controller
rftoolsdim:dimlet_type_controller:8, Dimlet Time Type Controller
rftoolsdim:dimlet_type_controller:9, Dimlet Digit Type Controller
rftoolsdim:dimlet_type_controller:10, Dimlet Effect Type Controller
rftoolsdim:dimlet_type_controller:11, Dimlet Special Type Controller
rftoolsdim:dimlet_type_controller:12, Dimlet Controller Type Controller
rftoolsdim:dimlet_type_controller:13, Dimlet Weather Type Controller
rftoolsdim:dimlet_type_controller:14, Dimlet Patreon Type Controller
rftoolsdim:structure_essence:0, Structure None Essence
rftoolsdim:structure_essence:1, Structure Village Essence
rftoolsdim:structure_essence:2, Structure Stronghold Essence
rftoolsdim:structure_essence:3, Structure Dungeon Essence
rftoolsdim:structure_essence:4, Structure Fortress Essence
rftoolsdim:structure_essence:5, Structure Mineshaft Essence
rftoolsdim:structure_essence:6, Structure Scattered Essence
